main_set,current_subset,card_number,variant,card_count,card_ids,matched_subset,suggestion
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,2,Green Vision,1,76242,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,2,Black,1,76249,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,2,Mind Stone Yellow,1,76403,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,2,Purple Spell,1,76404,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,2,White Vision,1,76405,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,2,Scarlet Red,1,76406,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,2,Gold,1,76408,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,3,Black,1,76241,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,3,White Vision,1,76262,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,3,Mind Stone Yellow,1,76409,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,3,Purple Spell,1,76410,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,3,Green Vision,1,76411,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,3,Scarlet Red,1,76412,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,3,Gold,1,76414,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,37,Green Vision,1,76209,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,37,Gold,1,76218,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,37,Black,1,76289,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,37,White Vision,1,76343,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,37,Purple Spell,1,76396,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,37,Mind Stone Yellow,1,76476,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,37,Scarlet Red,1,76477,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,4,Mind Stone Yellow,1,76415,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,4,Purple Spell,1,76416,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,4,White Vision,1,76417,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,4,Green Vision,1,76418,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,4,Scarlet Red,1,76419,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,4,Black,1,76421,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,4,Gold,1,76422,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,46,Gold,1,76297,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,46,White Vision,1,76314,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,46,Green Vision,1,76361,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,46,Mind Stone Yellow,1,76489,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,46,Purple Spell,1,76490,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,46,Scarlet Red,1,76491,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,46,Black,1,76492,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,49,Gold,1,76211,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,49,White Vision,1,76248,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,49,Green Vision,1,76256,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,49,Mind Stone Yellow,1,76494,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,49,Purple Spell,1,76495,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,49,Scarlet Red,1,76496,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,49,Black,1,76498,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,5,Gold,1,76302,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,5,Green Vision,1,76325,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,5,White Vision,1,76368,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,5,Mind Stone Yellow,1,76423,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,5,Purple Spell,1,76424,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,5,Scarlet Red,1,76425,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,5,Black,1,76427,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,52,White Vision,1,76253,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,52,Mind Stone Yellow,1,76499,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,52,Purple Spell,1,76500,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,52,Green Vision,1,76501,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,52,Scarlet Red,1,76502,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,52,Black,1,76504,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,52,Gold,1,76505,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,55,Black,1,76235,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,55,White Vision,1,76304,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,55,Green Vision,1,76370,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,55,Mind Stone Yellow,1,76506,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,55,Purple Spell,1,76507,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,55,Scarlet Red,1,76508,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,55,Gold,1,76510,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,58,Green Vision,1,76261,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,58,White Vision,1,76278,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,58,Gold,1,76293,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,58,Mind Stone Yellow,1,76511,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,58,Purple Spell,1,76512,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,58,Scarlet Red,1,76514,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,58,Black,1,76515,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,63,Black,1,76268,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,63,Green Vision,1,76312,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,63,White Vision,1,76379,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,63,Mind Stone Yellow,1,76521,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,63,Purple Spell,1,76522,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,63,Scarlet Red,1,76523,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,63,Gold,1,76525,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,66,Green Vision,1,76224,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,66,Black,1,76225,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,66,White Vision,1,76229,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,66,Mind Stone Yellow,1,76393,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,66,Purple Spell,1,76526,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,66,Scarlet Red,1,76527,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,66,Gold,1,76529,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,68,Mind Stone Yellow,1,76530,2023 Upper Deck Marvel Wandavision - Mind Stone Yellow,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Mind Stone Yellow"" (id 5439)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,68,White Vision,1,76531,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,68,Purple Spell,1,76532,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,68,Green Vision,1,76533,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,68,Scarlet Red,1,76534,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,68,Black,1,76536,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,68,Gold,1,76537,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,15,White Vision,1,76436,2023 Upper Deck Marvel Wandavision - White Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - White Vision"" (id 5483)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,15,Purple Spell,1,76437,2023 Upper Deck Marvel Wandavision - Purple Spell,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Purple Spell"" (id 5450)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,15,Green Vision,1,76438,2023 Upper Deck Marvel Wandavision - Green Vision,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Green Vision"" (id 5438)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,15,Scarlet Red,1,76439,2023 Upper Deck Marvel Wandavision - Scarlet Red,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Scarlet Red"" (id 5457)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,15,Black,1,76441,2023 Upper Deck Marvel Wandavision - Black and White,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Black and White"" (id 5436)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,15,Gold,1,76442,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
2023 Upper Deck Marvel Wandavision,2023 Upper Deck Marvel Wandavision - 2023 Upper Deck Marvel Wandavision,18,Gold,1,76214,2023 Upper Deck Marvel Wandavision - Gold,"Move to existing subset ""2023 Upper Deck Marvel Wandavision - Gold"" (id 5437)"
