main_set,current_subset,card_number,variant,card_count,card_ids,matched_subset,match_tier,move_status,suggestion
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,2,Black,1,79515,2025 Topps Chrome Marvel - Black,exact,target_occupied,"#2 in ""2025 Topps Chrome Marvel - Black"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,2,Orange,1,79521,2025 Topps Chrome Marvel - Orange,exact,target_occupied,"#2 in ""2025 Topps Chrome Marvel - Orange"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,2,SuperFractor,1,79540,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#2 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,3,SuperFractor,1,79525,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#3 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,3,Orange,1,79529,2025 Topps Chrome Marvel - Orange,exact,target_occupied,"#3 in ""2025 Topps Chrome Marvel - Orange"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,3,Black,1,79530,2025 Topps Chrome Marvel - Black,exact,target_occupied,"#3 in ""2025 Topps Chrome Marvel - Black"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,4,Orange,1,79513,2025 Topps Chrome Marvel - Orange,exact,target_occupied,"#4 in ""2025 Topps Chrome Marvel - Orange"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,4,SuperFractor,1,79558,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#4 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,4,Black,1,79560,2025 Topps Chrome Marvel - Black,exact,target_occupied,"#4 in ""2025 Topps Chrome Marvel - Black"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,5,SuperFractor,1,79534,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#5 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,5,Orange,1,79547,2025 Topps Chrome Marvel - Orange,exact,target_occupied,"#5 in ""2025 Topps Chrome Marvel - Orange"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,5,Black,1,79548,2025 Topps Chrome Marvel - Black,exact,target_occupied,"#5 in ""2025 Topps Chrome Marvel - Black"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,6,SuperFractor,1,79550,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#6 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,6,Orange,1,79551,2025 Topps Chrome Marvel - Orange,exact,target_occupied,"#6 in ""2025 Topps Chrome Marvel - Orange"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,6,Black,1,79552,2025 Topps Chrome Marvel - Black,exact,target_occupied,"#6 in ""2025 Topps Chrome Marvel - Black"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,7,SuperFractor,1,79533,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#7 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,7,Orange,1,79535,2025 Topps Chrome Marvel - Orange,exact,target_occupied,"#7 in ""2025 Topps Chrome Marvel - Orange"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,7,Black,1,79536,2025 Topps Chrome Marvel - Black,exact,target_occupied,"#7 in ""2025 Topps Chrome Marvel - Black"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,8,Orange,1,79509,2025 Topps Chrome Marvel - Orange,exact,target_occupied,"#8 in ""2025 Topps Chrome Marvel - Orange"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,8,SuperFractor,1,79553,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#8 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,8,Black,1,79554,2025 Topps Chrome Marvel - Black,exact,target_occupied,"#8 in ""2025 Topps Chrome Marvel - Black"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,9,Orange,1,78740,2025 Topps Chrome Marvel - Orange,exact,target_occupied,"#9 in ""2025 Topps Chrome Marvel - Orange"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,9,Black,1,79518,2025 Topps Chrome Marvel - Black,exact,target_occupied,"#9 in ""2025 Topps Chrome Marvel - Black"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - The New Avengers 20th Anniversary,9,SuperFractor,1,79541,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#9 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,1,Red Wave Refractor,1,79564,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,1,SuperFractor,1,79572,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#1 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,1,Black Refractor,1,79576,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,1,Mini-Diamonds Refractor,1,79581,2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,2,SuperFractor,1,78761,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#2 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,2,Black Refractor,1,79567,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,2,Mini-Diamonds Refractor,1,79570,2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,2,Red Wave Refractor,1,79579,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,3,Mini-Diamonds Refractor,1,79565,2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor,partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,3,SuperFractor,1,79573,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#3 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,3,Black Refractor,1,79574,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,3,Red Wave Refractor,1,79578,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,4,Mini-Diamonds Refractor,1,79577,2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,4,Red Wave Refractor,1,79580,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,4,SuperFractor,1,79582,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#4 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,4,Black Refractor,1,79586,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,5,Black Refractor,1,79571,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,5,SuperFractor,1,79583,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#5 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,5,Mini-Diamonds Refractor,1,79584,2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 60 Years of S.H.I.E.L.D. Mini-Diamonds Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - Topps Patrimony,5,Red Wave Refractor,1,79585,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,1,SuperFractor,1,81348,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#1 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,1,Red Wave Refractor,1,81349,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,1,Orange Refractor,1,81351,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,1,Black Refractor,1,81352,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#1 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,10,SuperFractor,1,81366,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#10 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,10,Red Wave Refractor,1,81368,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#10 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,10,Orange Refractor,1,81370,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#10 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,10,Black Refractor,1,81371,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#10 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,2,SuperFractor,1,81373,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#2 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,2,Red Wave Refractor,1,81377,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,2,Orange Refractor,1,81379,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,2,Black Refractor,1,81380,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#2 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,4,SuperFractor,1,81354,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#4 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,4,Red Wave Refractor,1,81355,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,4,Orange Refractor,1,81358,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,4,Black Refractor,1,81359,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#4 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,5,Orange Refractor,1,81334,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,5,Black Refractor,1,81336,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,5,Red Wave Refractor,1,81337,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#5 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,5,SuperFractor,1,81381,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#5 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,6,Orange Refractor,1,81339,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#6 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,6,SuperFractor,1,81360,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#6 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,6,Red Wave Refractor,1,81363,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#6 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,6,Black Refractor,1,81384,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#6 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,7,Orange Refractor,1,81338,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#7 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,7,SuperFractor,1,81361,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#7 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,7,Red Wave Refractor,1,81364,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#7 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,7,Black Refractor,1,81365,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#7 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,8,SuperFractor,1,81385,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#8 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,8,Red Wave Refractor,1,81386,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#8 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,8,Orange Refractor,1,81387,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#8 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,8,Black Refractor,1,81388,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#8 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,9,SuperFractor,1,81367,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#9 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,9,Red Wave Refractor,1,81372,2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor,partial,target_occupied,"#9 in ""2025 Topps Chrome Marvel - 35 Years of Ghost Rider Red Wave Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,9,Orange Refractor,1,81390,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#9 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,9,Black Refractor,1,81391,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#9 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,3,SuperFractor,1,81356,2025 Topps Chrome Marvel - SuperFractor,exact,target_occupied,"#3 in ""2025 Topps Chrome Marvel - SuperFractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,3,Orange Refractor,1,81375,2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange),partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - Human Torch Refractor (Red & Orange)"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel,2025 Topps Chrome Marvel - X-Men Giant Size 50th Anniversary,3,Black Refractor,1,81376,2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor,partial,target_occupied,"#3 in ""2025 Topps Chrome Marvel - 50 Years of Nightcrawler Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,23,Black,1,80495,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#23 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - Daredevil Born Again,23,Red,1,80565,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#23 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,23,Superfractor,1,81236,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Superfractor,partial,target_occupied,"#23 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Superfractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,23,Orange,1,81240,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Orange Refractor,partial,target_occupied,"#23 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,23,Black,1,81241,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#23 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,23,Gold,1,81242,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor,partial,target_occupied,"#23 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Gold Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,23,Red,1,81243,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#23 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,17,Red,1,81202,2025 Topps Chrome Marvel Studios - Autographs Red Refractor,partial,target_occupied,"#17 in ""2025 Topps Chrome Marvel Studios - Autographs Red Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,17,Orange,1,81300,2025 Topps Chrome Marvel Studios - Captain America: Brave New World Orange Refractor,partial,target_occupied,"#17 in ""2025 Topps Chrome Marvel Studios - Captain America: Brave New World Orange Refractor"" is held by a different card — needs manual review"
2025 Topps Chrome Marvel Studios,2025 Topps Chrome Marvel Studios - TVA Pruning,17,Black,1,81301,2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor,partial,target_occupied,"#17 in ""2025 Topps Chrome Marvel Studios - Agatha All Along Tarot Cards Black Refractor"" is held by a different card — needs manual review"
