Main Set,Subset,Card Number,Card Name,Is insert,Notes
2026 Topps Chrome Marvel Comics,Blue Refractor,67,Kraven the Hunter,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,68,Leader,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,69,Lizard,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,70,Lockjaw,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,71,Longshot,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,72,Luke Cage,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,73,M.O.D.O.K.,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,74,Magneto,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,75,Man-Thing,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,76,Mantis,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,77,Mephisto,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,78,Miles Morales,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,79,Mister Fantastic,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,80,Mister Sinister,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,81,Moon Knight,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,82,Moonstar,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,83,Ms. Marvel,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,84,Mutina,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,85,Mysterio,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,86,Mystique,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,87,Nightcrawler,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,88,Nightdrifter,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,89,Nova,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,90,Omega Red,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,91,Professor X,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,92,Psylocke,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,93,Quicksilver,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,94,Rasputin IV,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,95,Rek-Rap,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,96,Revelation,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,97,Rhino,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,98,Rocket Raccoon,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,99,Rogue,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,100,Sleeper Agent,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,101,Angela,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,102,Anti-Venom,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,103,Arachnix,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,104,Arcade,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,105,Archangel,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,106,Chameleon,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,107,Clea,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,108,Cosmic Ghost Rider,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,109,Deathlok,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,110,Devil Dinosaur,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,111,Doctor Strange,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,112,Doom 2099,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,113,Doyle Dormammu,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,114,Elbecca Voss,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,115,Electro,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,116,Elektra,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,117,Evangeline,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,118,Exodus,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,119,Glitch,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,120,Grandmaster,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,121,Gwenpool,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,122,Hallows' Eve,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,123,Hellcat,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,124,Hellgate,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,125,Hellverine,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,126,Hobgoblin,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,127,Iron Cat,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,128,Kid Venom,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,129,Knull,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,130,Lady Henrietta,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,131,Loki,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,132,Luna Snow,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,133,Maestro,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,134,Magik,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,135,Mar-Vell,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,136,Mary Jane,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,137,Misery,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,138,Moon Girl,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,139,Nimrod,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,140,SP//dr,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,141,Rachel Summers,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,142,Raelith,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,143,Rapid,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,144,Sabretooth,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,145,Scarlet Witch,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,146,Scarlet Spider,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,147,Scorpion,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,148,Scream,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,149,Sentry,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,150,Shang-Chi,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,151,She-Hulk,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,152,She-Venom,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,153,Shocker,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,154,Shuri,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,155,Silence,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,156,Silk,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,157,Silver Surfer,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,158,Silver Sable,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,159,Sister Sorrow,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,160,Spider-Boy,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,161,Spider-Girl,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,162,Spider-Ham,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,163,Spider-Man,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,164,Spider-Man 2099,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,165,Spider-Man Noir,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,166,Spider-Punk,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,167,Spider-Woman,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,168,Star-Lord,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,169,Storm,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,170,Strong Guy,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,171,Stryfe,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,172,Sunspot,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,173,Taskmaster,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,174,Thanos,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,175,The Thing,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,176,Thena,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,177,Thor,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,178,Throg,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,179,Tigra,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,180,Tombstone,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,181,Toxin,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,182,U.S. Agent,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,183,Ultimate Daredevil,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,184,Ultimate Wolverine,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,185,Ultron,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,186,Valeria Richards,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,187,Venom,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,188,Venomizer,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,189,Venomouse,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,190,Vision,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,191,Vulcan,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,192,Vulture,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,193,War Machine,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,194,Wasp,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,195,Werewolf by Night,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,196,White Fox,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,197,White Tiger,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,198,Wiccan,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,199,Wolverine,TRUE,
2026 Topps Chrome Marvel Comics,Blue Refractor,200,X-23,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,1,Abomination,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,2,Adam Warlock,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,3,Agatha Harkness,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,4,Amaranth,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,5,America Chavez,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,6,Ant-Man,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,7,Apocalypse,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,8,Ares,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,9,Baron Zemo,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,10,Beast,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,11,Beta Ray Bill,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,12,Black Bolt,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,13,Black Cat,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,14,Black Knight,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,15,Black Panther,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,16,Black Widow,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,17,Blade,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,18,Blink,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,19,Captain America,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,20,Captain Britain,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,21,Captain Marvel,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,22,Carnage,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,23,Colossus,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,24,Cyclops,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,25,Daredevil,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,26,Dazzler,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,27,Dark Gwenpool,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,28,Doctor Doom,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,29,Doctor Octopus,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,30,Domino,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,31,Doomasaur,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,32,Dormammu,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,33,Dragonfire,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,34,Emma Frost,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,35,Enchantress,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,36,Eternity,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,37,Forge,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,38,Galactus,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,39,Gambit,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,40,Gamora,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,41,Ghost Rider,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,42,Ghost-Spider,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,43,Glob,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,44,Goblin Queen,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,45,Green Goblin,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,46,Groot,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,47,Hawkeye,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,48,Hercules,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,49,Hope Summers,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,50,Hulk,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,51,Human Torch,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,52,Iceman,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,53,Ikaris,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,54,Infernal Hulk,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,55,Invisible Woman,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,56,Iron Fist,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,57,Iron Man,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,58,Ironheart,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,59,Jean Grey,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,60,Jeff the Land Shark,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,61,Jubilee,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,62,Juggernaut,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,63,Kate Bishop,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,64,Kid Juggernaut,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,65,Kingpin,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,66,Kitty Pryde,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,67,Kraven the Hunter,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,68,Leader,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,69,Lizard,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,70,Lockjaw,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,71,Longshot,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,72,Luke Cage,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,73,M.O.D.O.K.,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,74,Magneto,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,75,Man-Thing,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,76,Mantis,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,77,Mephisto,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,78,Miles Morales,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,79,Mister Fantastic,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,80,Mister Sinister,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,81,Moon Knight,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,82,Moonstar,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,83,Ms. Marvel,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,84,Mutina,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,85,Mysterio,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,86,Mystique,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,87,Nightcrawler,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,88,Nightdrifter,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,89,Nova,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,90,Omega Red,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,91,Professor X,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,92,Psylocke,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,93,Quicksilver,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,94,Rasputin IV,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,95,Rek-Rap,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,96,Revelation,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,97,Rhino,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,98,Rocket Raccoon,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,99,Rogue,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,100,Sleeper Agent,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,101,Angela,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,102,Anti-Venom,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,103,Arachnix,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,104,Arcade,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,105,Archangel,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,106,Chameleon,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,107,Clea,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,108,Cosmic Ghost Rider,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,109,Deathlok,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,110,Devil Dinosaur,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,111,Doctor Strange,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,112,Doom 2099,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,113,Doyle Dormammu,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,114,Elbecca Voss,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,115,Electro,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,116,Elektra,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,117,Evangeline,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,118,Exodus,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,119,Glitch,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,120,Grandmaster,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,121,Gwenpool,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,122,Hallows' Eve,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,123,Hellcat,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,124,Hellgate,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,125,Hellverine,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,126,Hobgoblin,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,127,Iron Cat,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,128,Kid Venom,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,129,Knull,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,130,Lady Henrietta,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,131,Loki,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,132,Luna Snow,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,133,Maestro,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,134,Magik,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,135,Mar-Vell,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,136,Mary Jane,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,137,Misery,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,138,Moon Girl,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,139,Nimrod,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,140,SP//dr,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,141,Rachel Summers,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,142,Raelith,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,143,Rapid,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,144,Sabretooth,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,145,Scarlet Witch,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,146,Scarlet Spider,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,147,Scorpion,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,148,Scream,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,149,Sentry,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,150,Shang-Chi,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,151,She-Hulk,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,152,She-Venom,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,153,Shocker,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,154,Shuri,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,155,Silence,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,156,Silk,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,157,Silver Surfer,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,158,Silver Sable,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,159,Sister Sorrow,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,160,Spider-Boy,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,161,Spider-Girl,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,162,Spider-Ham,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,163,Spider-Man,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,164,Spider-Man 2099,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,165,Spider-Man Noir,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,166,Spider-Punk,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,167,Spider-Woman,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,168,Star-Lord,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,169,Storm,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,170,Strong Guy,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,171,Stryfe,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,172,Sunspot,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,173,Taskmaster,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,174,Thanos,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,175,The Thing,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,176,Thena,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,177,Thor,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,178,Throg,TRUE,
2026 Topps Chrome Marvel Comics,Hulk Green Lazer Refractor,179,Tigra,TRUE,
